communityname,state,pct_urban,med_income,pct_pub_asst,med_fam_income,pct_poverty,pct_not_h_sgrad,pct_coll_grad,pct_unemploy,pct_all_divorc,pers_per_fam,pct_kids2par,pct_work_mom18,pct_kids_born_nevr_marr,pct_immig3,pct_vacant_boarded,own_hous_low_q,own_hous_qrange,rent_low_q,rent_qrange,med_rentpct_hous_inc,pers_emerg_shelt,pers_homeless,police_per_pop,racial_match,pop_density,pct_use_pub_trans,violent_per_pop,non_viol_per_pop
Westminstercity,MD,0,31298,4.47,39418,8.51,24.82,21.93,3.73,13.65,2.92,65.58,73.97,2.46,0.41,0.35,81500,37100,305,177,25.6,19,0,NA,NA,2283.7,0.76,485.77,6499.73
Northboroughtown,MA,80.58,57963,3.27,62194,2.82,10.11,42.17,4.57,7.29,3.26,87.87,70.49,1.02,1.15,0.82,151000,82600,397,432,22,0,0,NA,NA,621.2,0.61,209.22,1335.8
Springdalecity,OH,100,38128,3.6,43190,4.01,17.83,23.2,3.59,10.63,2.99,75.47,74.4,1.1,0.4,0.53,62400,29000,385,207,23.9,0,0,NA,NA,2081.4,1.17,280.93,11021.63
Garnertown,NC,100,36999,2.81,42389,4.63,15.17,23.44,2.87,10.59,3,77.62,85.27,1.02,0.09,0.47,64200,30800,330,137,24.5,0,0,NA,NA,1269.7,0.37,281.32,4638.88
PalosVerdesEstatescity,CA,100,101320,1.87,109244,2.25,3.98,62.81,3.56,5.34,2.96,90.18,49.59,0,3.19,1.62,500001,0,921,80,19.5,0,0,NA,NA,2713.3,0.88,99.9,1705.44
Williamsportcity,PA,100,20290,12.82,25299,21.12,27.68,13.08,9.51,13.61,3.05,59.36,63.99,5.5,0.2,3.39,32300,29900,185,121,27.2,68,0,NA,NA,3468.4,5.42,316.55,6255.88
Poquosoncity,VA,100,43236,1.54,48186,2.84,15.64,29.42,2.91,6.91,3.18,82.93,70.86,0.71,0.06,3.31,83400,68200,403,250,25.6,0,0,NA,NA,684.6,0.44,355.9,1491.4
Muskegocity,WI,100,46119,2.92,47763,2.66,13.6,18.34,2.93,5.67,3.28,87.61,76.56,0.46,0.1,1.02,76900,37000,435,213,24.9,0,0,NA,NA,519.7,0.53,29.8,1217.03
Goldencity,CO,100,29099,3.47,35602,11.52,11.94,33.41,5.14,13.2,2.82,69.9,74.22,0.86,1.76,1.35,77800,43800,307,144,27.4,0,0,NA,NA,1685,2.86,286.09,4340.24
Coppellcity,TX,0,58815,0.64,62218,2.51,5.29,46.99,2.28,9.15,3.14,87.13,70.69,0.84,1.2,0.74,91600,54300,418,260,21.4,0,0,NA,NA,1106.5,0.72,44.22,2235.18
GrossePointeWoodscity,MI,100,55657,2.04,62302,1.74,8.42,44.58,2.21,5.22,3.08,86.15,60.2,0.06,0.36,0,100600,87500,526,235,26.8,0,0,NA,NA,5241.1,1.73,NA,1960.9
Pomonacity,CA,100,32132,13.01,34751,18.43,40.4,13.13,9.08,11.11,3.96,63.54,57.38,7.14,6.56,4.15,107600,64400,427,219,32,211,6,118.95,70.97,5570.2,3.24,1627.33,5693.22
Manitowoccity,WI,0,24202,8.02,31016,10.65,25.55,14.48,5.79,8.74,3.03,78.6,74.55,1.4,0.95,1.37,38100,25400,182,118,23.5,0,0,NA,NA,2177.5,0.91,110.97,4975.71
Roswellcity,NM,0,21870,10.49,25231,21.62,30.72,15.1,6.51,13.03,3.19,62.96,65.74,3.18,0.6,5.52,30400,36700,200,148,28.5,15,2,NA,NA,1478.6,0.07,816.02,6677.3
GreenOaktownship,MI,0,47421,2.9,50901,2.87,12.96,21.08,4.31,7.69,3.19,73.8,76.05,0.97,0.21,1.65,74400,62600,394,151,21.7,3,0,NA,NA,322.8,0,NA,2306.66
Eastontown,MA,74.01,50647,4.01,56790,4,9.74,32.25,4.71,6.73,3.29,84.79,72.82,1.09,0.29,1.1,141900,90200,463,378,24.8,0,0,NA,NA,672.2,3.26,138.91,2241.7
Hermistoncity,OR,0,20674,9.49,25501,19.76,28.09,11.72,10.06,14.64,3.15,65.13,68.25,3.04,2.07,1.21,35600,26400,188,111,23.4,0,0,NA,NA,1715.7,0,177.73,5936.19
Carrborotown,NC,100,19799,2.95,35632,29.43,11.13,56.72,4.87,9.6,2.75,65.5,69.44,8.12,2.91,0.85,69700,43600,331,130,34.1,7,0,NA,NA,3156.6,9.72,585.46,6568.61
ElkGroveVillagevillage,IL,100,48863,2.26,53795,2.72,12.25,26.51,2.48,7.88,3.25,86.92,67.65,0.54,1.59,0.72,114000,51300,523,168,24.1,3,0,NA,NA,3001.9,4.43,NA,3591.18
LittleRockcity,AR,100,26889,5.67,34347,14.62,18.05,30.34,5.26,14.4,3.04,58.75,75.92,6.51,0.46,9.25,44200,48500,239,156,26.9,140,1,55.3,82.68,1649.7,1.44,3255.71,12364.16
Thomasvillecity,GA,0,20349,14.9,25321,25.98,34.89,18.42,6.6,14.53,3.13,47.93,68.39,7.18,0,1.55,29000,41500,151,151,27,0,0,NA,NA,1162.3,0,591.24,7995.1
GrandJunctioncity,CO,100,19042,9.59,23699,21.65,22.87,17.91,8.53,16.79,2.85,59.91,66.44,1.57,0.41,2.93,40800,34400,190,148,27.1,45,29,NA,NA,1887.3,0.13,577.61,8249.35
Beltoncity,TX,100,18549,9.66,22642,25.98,37.61,12.59,8.72,12.03,3.25,64.86,65.14,1.58,1.2,3.12,30300,38200,132,166,26.5,0,0,NA,NA,1118.3,0.24,288.65,2970.99
Gallupcity,NM,0,26622,8.48,29432,22.96,24.92,16.23,5.77,12.6,3.49,62.59,69.74,8.19,0.62,4.18,53200,36800,182,173,24.1,88,18,NA,NA,1675.5,0.2,1607.83,11977.58
NiagaraFallscity,NY,100,20641,12.73,26810,18.64,32.33,9.75,10.83,12.33,3.01,57.24,63.99,6.18,0.31,11.44,34900,24300,203,115,30.8,163,0,256.6,86.07,4248.1,3,736.68,NA
Lakewoodtownship,NJ,97.87,29211,7.14,35996,16.09,27.3,17.19,7.29,8.54,3.37,75.33,62,5.11,1.04,2.28,74400,73100,417,227,35.1,101,5,202.62,91.47,1751.5,3.9,581.98,5701.29
Menashacity,WI,100,27264,7.57,33040,9.92,21.46,11.41,4.43,11.12,3.05,75.46,73.34,2.51,0.09,1.08,43800,24200,257,104,24.2,0,0,NA,NA,3283.8,0.68,44.64,4591.25
BrownDeervillage,WI,100,44495,1.75,49697,4.54,13.33,30.66,1.79,8.2,2.99,83.03,76.74,0.52,0.47,0,68600,28100,455,158,22.6,0,0,NA,NA,2682.6,1.73,141.75,3985.66
NorthCharlestoncity,SC,100,21824,7.96,23435,21.73,26.15,11.41,4.82,14.78,3.14,56.29,64.55,8.65,0.36,5.08,46900,29300,233,156,26.2,28,10,203.28,82.23,1354.9,3.02,2264.09,11491.32
NorthMiamicity,FL,100,24898,4.62,28424,15.48,30.7,17.89,8.23,16.08,3.14,58,76.96,7.52,5.5,1.62,59800,33700,371,125,28.5,10,14,187.77,80.06,5728.5,7.87,1818.82,10855.84
Waukeshacity,WI,100,36192,5.07,42031,6.13,14.86,25.3,3.09,10.66,3.16,77.8,75.63,2.05,0.24,0.36,66600,33200,373,195,25,13,0,NA,NA,3175.3,1.45,138.56,3294.13
GroveCitycity,OH,100,34350,3.89,39847,5.82,18.75,14.95,3.23,11.76,3.06,76.28,75.78,1.24,0.07,0.68,63200,30200,314,119,24.1,0,0,NA,NA,1879.5,1.69,122.9,3256.96
Smithfieldtown,RI,83.02,42523,4.09,49060,4.34,19.22,25.24,4.82,6.38,3.14,83.15,70.78,0.62,0.15,0.57,114800,65600,281,306,27.1,0,0,NA,NA,695.7,1.18,75.88,1365.91
Bluefieldcity,WV,0,21319,8.85,28927,19.92,29.67,17.34,5.75,10.42,3.01,63.1,60.18,2.91,0,2.21,27300,39700,143,144,30.9,9,0,NA,NA,1461.5,1.25,324.52,2857.37
Tarborotown,NC,0,24375,8.95,29495,13.39,35.31,15.8,4.44,11.24,3.05,59.74,81.54,10.64,0,1.08,37600,37200,158,144,24.7,16,0,NA,NA,1175.6,0,1264.79,5996.36
Pennsaukentownship,NJ,100,36097,5.33,40810,5.46,25.15,13.34,4.26,9.35,3.25,71.55,65.91,3.38,0.16,5.83,73600,39200,332,192,26.9,0,0,NA,NA,3181.5,5.23,559.86,5439.81
Perrysburgcity,OH,100,44277,2.33,53673,2.12,9.53,40.05,3.98,7.36,3.17,88.75,66.72,0.49,0.08,0,77200,62600,278,156,22.6,0,0,NA,NA,2599.8,1.52,21.66,2642.98
Cullmancity,AL,0,21114,10.92,27909,17.25,34.83,17,4.42,12.09,2.83,71.58,69.4,0.56,0.14,1.28,43400,39300,141,127,27.8,4,1,NA,NA,825.7,0.11,389.55,NA
Veronatownship,NJ,100,55248,1.92,65437,1.73,10.5,42.01,2.54,6.58,3.01,87.77,61.62,0.98,0.79,0.48,181000,71700,416,413,24.4,0,0,NA,NA,4770.2,6.56,188.13,1960.93
Fultoncity,NY,0,22955,14.04,30546,16.3,28.49,12.42,10.35,13.08,3.07,64.63,60.18,2.01,0.16,1.22,46600,28200,233,139,27.9,0,1,NA,NA,3318.2,2.15,169.44,5460.57
Jacksoncity,MS,100,23270,10.83,28401,22.68,24.97,26.91,8.79,13.3,3.27,50.61,75.56,10.76,0.28,10.37,39900,36700,175,200,28.8,93,2,179.37,80.71,1741.2,1.86,1424.74,11722.35
Azusacity,CA,100,31889,12.24,34200,14.28,37.27,12.14,8.28,12.21,3.65,62.64,62.26,5.59,6.3,1.72,123700,55900,482,204,29,0,0,NA,NA,4433,2.57,658.05,4167.63
Barringtontown,RI,100,53058,2.83,59483,1.8,11.13,46.4,3.98,6.07,3.13,88.22,62.69,0.03,0.66,1.89,141900,127200,413,364,25.4,0,0,NA,NA,1817.1,2.45,82.38,1907.48
UpperChichestertownship,PA,100,40216,4.18,44949,4.15,21.62,14.04,2.91,9.52,3.29,76.58,70.49,1.63,0.04,2.53,87600,59400,408,161,25.3,0,0,NA,NA,2156.5,1.47,281.76,2974.9
Homewoodcity,AL,100,30516,2.61,42598,6.66,9.38,42.02,3.15,12.13,2.81,74.3,74.28,1.87,0.64,0.37,72800,40100,296,101,22.4,0,0,NA,NA,3001.8,0.66,374.05,NA
Englewoodcity,NJ,100,46758,5.71,53022,8.42,19.9,34.68,5.32,11.38,3.23,64.12,67.48,7.55,3.63,2.5,165100,218200,381,345,27.4,21,0,NA,NA,4870.3,15.52,623.55,4592.69
Daytoncity,OH,100,19779,15.5,24819,26.53,31.66,12.29,10.39,17.53,3.1,43.22,58.68,10.87,0.18,14.44,31800,24400,172,149,29.3,406,5,282.17,75.77,3194.8,7.48,1629.43,9465.95
SanLeandrocity,CA,100,35681,5.49,43260,4.98,20.55,16.93,5.29,13.18,2.92,69.45,71.51,1.46,2.01,0.28,161100,77200,503,216,26.7,17,5,NA,NA,5022.3,9.39,904.94,7150.73
Simpsonvilletown,SC,100,34990,3.76,40059,4.04,21.56,21.51,3.64,11.15,3.16,78.06,77.18,1.6,0.09,0.38,49900,33700,299,151,18.8,0,0,NA,NA,2046.9,0.16,153.93,2285.85
Tooelecity,UT,0,29784,6.95,33389,11.94,22.66,11.22,10.08,11.54,3.33,76.49,72.05,1.96,0.26,7.47,48000,24600,217,128,21.8,0,0,NA,NA,1079.2,0.89,198.28,4586.91
CanonCitycity,CO,0,18423,7.98,23507,18.95,25.18,13.7,9.17,14.02,2.86,66.06,73.12,0.72,0.11,1.27,43200,27400,187,148,28.4,7,0,NA,NA,1554,0,223.06,4642.41
Summervilletown,SC,100,31448,5.11,35198,9.83,16.7,25.54,4.22,10.78,3.16,75.01,67.8,2.84,0.15,3.28,63100,48500,273,140,24.8,0,0,NA,NA,1558.2,0.18,699.98,7323.23
WestWhitelandtownship,PA,97.55,50598,1.1,55048,1.55,6.44,44.02,3.06,7.87,3.09,82.86,58.9,0.36,0.67,0.67,123700,65900,524,194,23,0,0,NA,NA,923.7,4.03,71.35,4043.13
WhitePlainscity,NY,100,44004,4.71,56684,7.68,19.69,37.48,5.02,10.22,3.05,67.53,69.55,6.71,3.87,0.94,239300,151100,386,391,25.9,539,3,402.58,86.15,4794.1,18.8,366.34,5410.63
DelCitycity,OK,100,25550,5.89,28830,14.87,23.07,9.65,7.85,13.82,3.05,65.79,72.65,3.78,0.14,20.13,33400,21700,215,150,27.3,0,0,NA,NA,3064.5,0.33,292.91,4946.02
ElkRivercity,MN,0,37549,5.41,43057,7,14.45,19.28,6.97,8.52,3.31,82.51,77.41,0.98,0,0,70000,35500,353,139,26.7,3,0,NA,NA,252.1,0.34,NA,3511.82
Ridgelandcity,MS,100,31938,2.06,40000,4.88,8.27,46.51,3.2,12.66,2.87,73.68,80.31,2.21,0.2,0.39,60600,27200,352,140,21.6,0,0,NA,NA,1049.6,0.47,252.9,5212.5
Laurelcity,MD,100,44002,2.36,49133,3.5,13.22,36.09,2.22,14.85,2.86,70.54,79.37,5.61,1.07,1,103400,40600,506,184,24.1,0,0,NA,NA,5924.1,4.5,626.09,NA
Collingswoodborough,NJ,100,33026,4.15,41049,6.09,17.6,26.62,3.63,11.82,3.11,73.23,71.74,2.4,1.01,0.3,78700,41800,420,134,26.9,0,0,NA,NA,8070.6,14.45,408.98,4817.69
LosAltoscity,CA,100,79579,2.84,86972,1.23,4.3,59.59,2.87,7.25,2.94,89.18,67.39,0.17,0.96,0.74,500001,0,806,195,23.6,8,0,NA,NA,3985.3,1.49,105.84,2007.34
Owassocity,OK,0,33000,4.71,36301,8.57,15.96,14.57,3.92,9.53,3.21,81.46,69.55,1.17,0.06,5.38,50700,20700,268,166,27.7,0,0,NA,NA,1793.9,0.1,145.47,2802.24
Milpitascity,CA,100,55730,7.01,57156,4.9,19.05,24.89,4.86,11.8,3.63,73.15,74.75,3.73,4.65,1.37,211000,110600,664,296,27.3,0,0,NA,NA,3556.4,3.02,327.36,4109.74
Monroetown,CT,58.3,59967,1.71,63697,2.09,10.87,36.09,4.25,5.53,3.38,88.97,65.45,0.3,0.09,2.35,190700,92400,535,466,29.1,0,0,NA,NA,624.4,1.17,99.13,1737.61
Middletowntownship,NJ,99.52,54053,3.38,60714,2.43,15.09,29.77,4.65,5.9,3.34,86.65,63.71,0.74,0.42,2.56,146700,112400,404,390,28.1,0,0,NA,NA,1600.5,9.72,68.68,1572.73
SanRafaelcity,CA,100,41922,5.21,53778,8.08,11.04,38.35,4.77,14.02,2.85,69.64,70.1,3.22,5.2,0.83,268500,168900,570,304,31.9,170,16,NA,NA,2816.8,12.1,560.45,5700.67
ElPasocity,TX,99.97,23460,9.74,25157,25.32,34.67,16.2,9.85,11.54,3.63,65.81,57.49,3.76,3.18,5.24,45500,33300,214,170,26.1,359,95,125.04,99.59,2027.3,3.13,1035.05,6961.87
Pembroketown,MA,42.9,46932,5.15,51033,4.11,12.83,21.9,7.29,7.51,3.45,85.72,70.73,0.68,0.08,3.72,133000,63900,168,542,26.4,0,0,NA,NA,642.6,1.79,303.91,2289.04
Wheelingcity,WV,100,21053,8.21,29252,16.91,25.28,18.43,6.66,11.2,2.94,67.22,68.78,3.23,0.11,5.84,31200,36800,142,139,26.5,0,9,NA,NA,2440.7,4.19,534.04,3060.45
Northbridgetown,MA,76.34,36634,7.06,41969,5.86,26.99,16.45,7.65,8.68,3.19,76.28,73.2,1.79,0.04,2.7,118700,51700,326,224,26.6,0,0,NA,NA,750.7,0.25,674.75,1636.64
Moultriecity,GA,0,16574,20.81,20244,34.5,45.64,13.36,7.72,14.98,3.19,40.76,66.85,7.42,0.05,3.96,28400,32900,99,145,29.4,18,0,NA,NA,1097.9,0.39,1278.63,8396.95
ElRenocity,OK,0,22027,6.15,27605,20.96,27.8,9.97,7.84,14.68,3.09,66.89,71.28,3.18,0.23,4.2,24200,33100,167,145,29.2,5,0,NA,NA,186.8,0,509.56,4479.11
Bergenfieldborough,NJ,100,45713,3.68,51311,3.34,17.66,23.77,5.04,7.04,3.21,81.84,70.84,0.86,2.22,0,162200,49500,524,247,29.6,19,0,NA,NA,8160.3,11.71,151.91,1791
SpringGardentownship,PA,96.05,37044,1.74,44762,4.73,16.3,30.35,2.8,6.47,2.84,83.53,80.26,0.42,0.17,0.93,65100,60200,263,202,21.5,0,0,NA,NA,1627.4,0.63,70.19,3272.79
LomaLindacity,CA,100,33265,11.8,37766,11.76,16.78,42.32,4.72,10.65,3.15,67.5,64.01,1.93,4.57,0.6,112100,91600,379,200,25.7,35,21,NA,NA,2402,1.19,350.03,5885.84
Moscowcity,ID,0,19977,3.72,30182,23.4,7.68,48.53,6.09,6.68,2.98,81.25,69.85,2.28,2.89,3.39,56700,33400,220,115,29.4,0,0,NA,NA,3730.7,0.12,159.72,2313.36
Hurstcity,TX,100,37473,3.24,42979,7.77,13.94,22.37,5.45,12.72,3.01,73.76,73.77,1.34,0.56,0.1,63900,41200,313,155,24.3,0,0,NA,NA,3283.8,0.1,860.27,6584.26
TerreHautecity,IN,100,19118,9.56,24876,20.43,27.66,15.83,8.33,13.75,2.98,62.99,68.92,2.78,0.8,4.48,20900,26000,168,112,27.4,73,0,192.65,90.34,2006.2,1.25,321.08,6885.88
Brawleycity,CA,0,22365,19.49,23896,24.31,48.61,9.96,14.81,10.98,3.71,63.46,51.42,5.49,2.55,4.5,58600,36700,187,176,26.6,0,8,NA,NA,3675.8,0.7,989.2,5875.92
Oregoncity,OH,100,34704,6.42,39483,7.67,24.14,11.26,6.57,9.32,3.11,76.92,69.47,1.36,0.03,1.5,53600,39600,281,88,23.3,0,0,NA,NA,606.1,0.18,403.14,5431.47
Freeportcity,TX,0,21483,9.91,24317,24.2,41.9,6.41,9.57,13.03,3.51,67.21,52.4,3.51,0.72,9.76,25800,21800,207,103,25,5,0,NA,NA,959,0.14,592.34,5201.23
Edwardsvillecity,IL,100,32733,3.92,41694,9,15.12,33.78,4.28,9.25,2.98,78.42,69.23,1.72,0.5,1.07,47000,44500,281,128,25,0,0,NA,NA,1612.7,0.64,NA,3295.26
Penntownship,PA,69.81,33219,3.73,36886,3.75,17.69,21.02,5.87,4.98,3.22,89.08,63.46,0.71,0,1.95,52000,41100,221,143,22,0,0,NA,NA,507.3,0.62,101.21,3500.34
LowerMorelandtownship,PA,100,60925,2.54,69743,2.33,8.97,40.45,2.72,3.91,3.19,90.27,61.54,0.2,0.62,0,176500,96500,282,216,27.6,0,0,NA,NA,1561.2,5.31,83.56,2105.79
Manheimtownship,PA,90.75,41450,2.79,46682,2.42,17.21,32.56,2.34,6.78,2.97,85.53,68.51,0.75,0.26,0,86300,70400,357,203,22.2,0,0,NA,NA,1162.1,1.29,125.96,2995.85
SanBernardinocity,CA,100,25533,17.98,28843,22.79,31.91,12.71,10.69,15.47,3.43,55.92,55.83,7.94,3.25,10.55,75500,51600,334,183,32.1,828,133,623.66,69.48,2876.8,1.72,3047.66,9248.11
WestHollywoodcity,CA,100,29314,8.39,33657,11.43,15.06,37.43,7.04,15.57,2.53,66.33,63.96,3.51,7.23,0.88,245900,216700,449,272,28.3,14,142,NA,NA,18541.1,5.98,2507.51,9827.83
Rochestercity,NY,100,22785,16.52,27675,23.5,31.21,18.99,8.8,15.12,3.14,42.05,63.2,14.34,0.93,9.51,53600,21900,307,137,32.3,294,1,272.16,82.43,6248.1,10.77,1171.84,10038.61
Normancity,OK,92.66,25165,3.22,35332,15.04,12.86,38.05,6.05,11.19,2.98,73.94,72.12,1.3,1.44,3.74,46800,43700,236,133,28.9,32,0,137.77,89.97,436.6,1.22,230,4965.56
TheColonycity,TX,0,42743,1.33,43743,2.85,10.07,21.46,4.49,8.47,3.51,86.39,76.89,0.76,0.35,0.26,59800,25400,484,104,24.7,0,0,NA,NA,1825.7,0.48,140.88,2828.75
Gladstonecity,OR,100,32069,2.63,37832,3.89,14.44,19.07,3.65,12.08,3.13,74.63,76.94,0.39,0.47,1.39,57100,34600,319,127,24.8,0,0,NA,NA,4003.2,3.54,282.07,5050.05
Lowellcity,MA,100,29351,14.64,35138,17.99,34.21,15.51,10.68,10.84,3.3,58.43,64.18,5.62,2.53,3.08,106500,51500,324,276,28.4,182,50,183.27,87.84,7247.1,2.95,1274.62,7762.64
LaPortecity,TX,100,41733,4.01,45144,8.82,18.36,14.35,5.22,12.2,3.38,77.88,64.02,1.62,0.35,2.92,46100,23300,288,163,22.4,0,0,NA,NA,1397.2,0.05,384.08,2482.22
Victoriacity,TX,100,25576,8.51,30757,18.88,29.31,15.79,6.83,12.03,3.28,68.49,64.34,2.58,0.31,4.69,36600,38500,208,152,24.7,7,3,NA,NA,1765,0.1,933.19,7180.35
Gainesvillecity,GA,0,25689,8.46,32128,18.74,31.82,24.89,5.04,13.98,3.04,54.55,71.54,7.88,3.29,0.28,64600,85200,192,204,25.4,37,0,NA,NA,760.4,0.28,1232.52,7787.5
Yarmouthtown,MA,99.32,27222,6.95,33282,9.5,14.01,22.48,7.93,9.84,2.69,66.79,69.24,1.81,0.74,0.22,127300,57000,428,255,33.4,12,0,NA,NA,842.7,0.84,445.41,4164.63
Soloncity,OH,100,54005,0.89,58426,2.48,11.44,38.03,2.32,5.53,3.26,90.46,63.55,0.46,0.08,0,107900,75800,484,112,22.9,0,0,NA,NA,877,0.66,58.37,1916.34
Davenportcity,IA,99.68,26218,8,32611,15.59,21.19,20.14,6.51,11.85,3.08,65.35,69.95,5.04,0.44,7.84,37200,27900,220,125,26.3,107,31,145.78,93.36,1499.7,1.06,1565.55,8078.23
Raleighcity,NC,100,32451,4.07,42212,11.8,13.44,40.56,3.97,11.97,2.92,66.76,72.95,6.06,1.33,1.06,72500,62800,320,154,24.6,215,2,171.45,82.74,2277.5,2.79,842.7,5502.07
Rexburgcity,ID,0,19183,3.97,23542,41.77,11.88,19.93,8.7,2.83,3.72,85.57,60.28,0.25,3.17,1.47,54300,37700,150,346,26.2,0,0,NA,NA,3247.5,0.5,53.73,4103.43
Camdencity,NJ,100,17386,26.92,18874,36.56,50.33,6.44,16.3,16.34,3.71,26.62,54.73,24.19,1.01,39.89,21500,21400,167,249,32.5,293,122,349.36,63.67,9575.4,18.34,3530.78,12109.83
Cranberrytownship,PA,0,41006,1.84,43308,2.54,9.51,29.48,4.56,7.53,3.24,87.06,63.18,0.67,0.18,0.41,66500,46900,413,139,22.4,0,0,NA,NA,627.3,0.53,6.64,1592.89
ElMontecity,CA,100,28034,15.41,28004,22.51,55.72,6.01,9.4,9.9,4.24,59.98,51.27,9.19,10.38,4.44,133800,74500,446,196,30,287,152,107.43,82.75,10789.2,6.47,1318.6,4576.61
Hudsontown,NH,69.47,47859,2.96,50714,2.89,14.96,24.8,6.71,8.33,3.23,83.41,78,1.31,0.51,1.47,121300,53500,518,242,26.1,0,0,NA,NA,666.9,0.4,91.21,2153.53
Austincity,TX,100,25414,4.5,33481,17.93,17.67,34.4,6.32,13.62,3.09,64.23,73.16,4.49,1.81,6.05,54400,45100,275,165,27.3,478,60,158.36,95.47,2063.8,5.04,599.78,9773.95
OldBridgetownship,NJ,97.18,47482,3.27,52927,3.47,16.79,24.22,4.49,7.65,3.24,82.93,63.56,1.2,1.52,1.41,133700,57600,511,136,24.3,0,0,147.86,73.11,1434,13.8,141.06,2659.71
Hannibalcity,MO,0,20095,11.13,25589,19.21,31.64,13.94,9.47,11.5,3.07,70.95,69.7,2.46,0.31,4.49,19200,32800,131,114,23.3,0,0,NA,NA,1534.6,0.54,657.14,6149.72
Worcestercity,MA,100,28955,12.78,36261,15.3,27.09,21.05,8.27,10.72,3.09,59.7,61.95,6.24,1.4,3.14,108000,46400,310,242,26.9,413,84,235.73,93.64,4362.9,4.23,NA,NA
Greenwoodcity,SC,0,18683,11.17,23415,22.9,43.05,13.75,7.69,12.92,3.05,46.13,73.51,9.7,0.11,11.53,34000,25900,141,132,25.1,9,3,NA,NA,1592.2,0.1,2885.57,5977.86
Snydercity,TX,0,23497,6.72,28070,18.61,36.01,10.85,7.89,8.96,3.24,74.99,59.71,1.9,0.38,3.04,22800,36200,170,161,21.8,0,0,NA,NA,1504.8,0.28,750.73,2542.78
TarponSpringscity,FL,100,25380,5.31,30490,10.82,25.82,15.15,6.91,11.45,2.86,66.37,65.91,2.55,0.7,0.47,59900,51200,253,206,29.5,5,0,NA,NA,1990.4,0.67,985.82,4019.51
Keizercity,OR,100,31063,5.42,35137,7.05,18.15,17.47,5.55,13.14,3.02,72.39,77.92,1.96,0.43,1.23,51400,25200,290,131,23.5,0,2,NA,NA,2914.8,1.03,142.09,4080.44
LincolnParkborough,NJ,100,53781,2.5,58764,1.6,17.16,30.15,3.8,9.2,3.12,80.89,59,1.75,1.23,1.97,152100,64400,646,259,26.6,0,0,NA,NA,1574.9,5.33,98.73,1337.28
Lackawannacity,NY,100,21310,10.65,28261,16.68,34.17,9.59,8.55,10.45,3.08,62.26,59.44,5.24,0.49,5.69,43700,29900,191,122,26.1,81,0,NA,NA,3246,6.18,1441.78,NA
Englewoodcity,OH,100,37087,2.46,43669,3.14,15.77,18.98,3.15,9.48,3.02,81.66,72.77,0.44,0,0.79,66800,27900,295,142,25.6,0,0,NA,NA,2129.8,1.83,105.96,5792.49
Roanokecity,VA,100,22591,8.82,28203,16.08,32.03,15.65,5.47,15.09,2.91,55.91,69.6,6.48,0.29,4.5,40000,32600,210,139,24.3,285,15,247.91,78.28,2168.8,2.96,578.8,5007.38
KansasCitycity,MO,99.63,26713,7.86,32969,15.32,21.2,22.05,7.23,15.22,3.08,56.13,74,7.41,0.41,7.5,37000,42800,233,182,25,597,96,257.66,82.1,1348.3,5.78,2460.11,10039.52
Florencecity,AL,100,21459,7.91,28816,18.55,29.79,22.56,6.99,10.96,2.94,65.73,66.53,3.85,0.12,1.69,36100,40800,152,143,26.2,27,0,NA,NA,1496.5,0.07,607.03,NA
Cortlandcity,NY,0,22550,8.94,31760,20.2,24.93,21.78,6.3,9.96,3.02,65.24,71.03,2.49,0.37,3.8,52900,30600,245,152,29.3,43,0,NA,NA,4879.5,0.96,205.49,5117.28
Norwalkcity,CA,100,38124,10.72,40369,9.29,35.34,9.92,6.64,10.85,3.79,65.31,64.4,3.99,4.18,4.11,138100,51900,523,257,28.4,88,1,NA,NA,9323.5,2.29,1174.32,4015.8
Yonkerscity,NY,100,36376,9.15,43305,11.03,26.45,21.91,6.48,9.21,3.17,61.72,58.15,6.18,2.48,3.15,183600,98500,357,268,25.4,253,10,286.09,83.65,10040.9,23.23,737.62,4494.53
BocaRatoncity,FL,100,42314,2.24,53544,5.51,11.56,34.86,3.29,9.6,2.78,79.93,62.4,0.98,2.19,0.58,118900,158100,480,212,28.3,0,0,183.88,97.2,2183.4,0.56,360.34,5492.62
Hamburgtownship,MI,0,48481,2.82,52105,3.23,15.53,21.92,3.55,8.24,3.18,86.25,70.67,0.58,0.21,0.31,75700,66800,364,211,23.8,0,0,NA,NA,389.8,0.23,NA,2209.49
Northfieldcity,MN,0,30613,3.43,40020,10.89,15.48,35.68,3.05,5.59,3.11,78.68,81.55,3.07,0.62,0.56,66200,31200,263,196,28.6,0,0,NA,NA,2373.3,0.71,105.6,3217.59
ThousandOakscity,CA,100,56856,3.46,62641,4.22,10.22,34.95,3.95,10.33,3.17,81.41,65.89,1.5,2.09,0,237600,143700,681,320,29.6,1,0,NA,NA,2032.4,0.31,305.72,2631.37
Rosevillecity,MN,100,37862,3.28,47077,3.71,11.41,34.55,3.56,7.68,2.9,80.75,77.09,1.25,0.48,0.15,83100,37600,413,153,26.8,0,0,NA,NA,2440.2,3.4,NA,6203.2
Brunswickcity,GA,100,17959,16.03,21545,26.25,37.67,10.36,9.38,17.86,3.16,36.96,70.29,9.92,0.07,6.89,30600,28800,114,181,29.6,0,0,NA,NA,920.9,0.13,2089.44,9833.62
